target	mode	source	reason	name
02002-5.avif	local-alias	02002-t.avif	unambiguous-local-mutation	Rex Murphy
02002-6.avif	local-alias	02002-t.avif	unambiguous-local-mutation	Rex Murphy
02002-7.avif	local-alias	02002-t.avif	unambiguous-local-mutation	Rex Murphy
02002-8.avif	local-alias	02002-t.avif	unambiguous-local-mutation	Rex Murphy
02002-9.avif	local-alias	02002-t.avif	unambiguous-local-mutation	Rex Murphy
02026-10.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-2.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-3.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-4.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-5.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-6.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-7.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-8.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02026-9.avif	local-alias	02026-t.avif	unambiguous-local-mutation	Double or Nothing
02029-10.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02029-5.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02029-6.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02029-7.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02029-8.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02029-9.avif	local-alias	02029-t.avif	unambiguous-local-mutation	Ritual Candles
02108-10.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-3.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-4.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-5.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-6.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-7.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-8.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02108-9.avif	local-alias	02108-t.avif	unambiguous-local-mutation	Pathfinder
02111-1.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-10.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-2.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-3.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-4.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-5.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-6.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-7.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-8.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02111-9.avif	local-alias	02111-t.avif	unambiguous-local-mutation	Delve Too Deep
02152-1.avif	official	https://assets.arkham.build/optimized/02152-1.avif	no-local-mutation	Switchblade
02152-2.avif	official	https://assets.arkham.build/optimized/02152-2.avif	no-local-mutation	Switchblade
02152-3.avif	official	https://assets.arkham.build/optimized/02152-3.avif	no-local-mutation	Switchblade
02152-4.avif	official	https://assets.arkham.build/optimized/02152-4.avif	no-local-mutation	Switchblade
02152-5.avif	official	https://assets.arkham.build/optimized/02152-5.avif	no-local-mutation	Switchblade
02153-10.avif	local-alias	02153-t.avif	unambiguous-local-mutation	Hypnotic Gaze
02153-6.avif	local-alias	02153-t.avif	unambiguous-local-mutation	Hypnotic Gaze
02153-7.avif	local-alias	02153-t.avif	unambiguous-local-mutation	Hypnotic Gaze
02153-8.avif	local-alias	02153-t.avif	unambiguous-local-mutation	Hypnotic Gaze
02153-9.avif	local-alias	02153-t.avif	unambiguous-local-mutation	Hypnotic Gaze
02187-1.avif	official	https://assets.arkham.build/optimized/02187-1.avif	no-local-mutation	Higher Education
02187-2.avif	official	https://assets.arkham.build/optimized/02187-2.avif	no-local-mutation	Higher Education
02187-3.avif	official	https://assets.arkham.build/optimized/02187-3.avif	no-local-mutation	Higher Education
02187-4.avif	official	https://assets.arkham.build/optimized/02187-4.avif	no-local-mutation	Higher Education
02187-5.avif	official	https://assets.arkham.build/optimized/02187-5.avif	no-local-mutation	Higher Education
02189-1.avif	official	https://assets.arkham.build/optimized/02189-1.avif	no-local-mutation	Streetwise
02189-2.avif	official	https://assets.arkham.build/optimized/02189-2.avif	no-local-mutation	Streetwise
02189-3.avif	official	https://assets.arkham.build/optimized/02189-3.avif	no-local-mutation	Streetwise
02189-4.avif	official	https://assets.arkham.build/optimized/02189-4.avif	no-local-mutation	Streetwise
02189-5.avif	official	https://assets.arkham.build/optimized/02189-5.avif	no-local-mutation	Streetwise
02193-1.avif	official	https://assets.arkham.build/optimized/02193-1.avif	no-local-mutation	Scrapper
02193-2.avif	official	https://assets.arkham.build/optimized/02193-2.avif	no-local-mutation	Scrapper
02193-3.avif	official	https://assets.arkham.build/optimized/02193-3.avif	no-local-mutation	Scrapper
02193-4.avif	official	https://assets.arkham.build/optimized/02193-4.avif	no-local-mutation	Scrapper
02193-5.avif	official	https://assets.arkham.build/optimized/02193-5.avif	no-local-mutation	Scrapper
02226-10.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-2.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-3.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-4.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-5.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-6.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-7.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-8.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02226-9.avif	local-alias	02226-t.avif	unambiguous-local-mutation	Springfield M1903
02229-1.avif	official	https://assets.arkham.build/optimized/02229-1.avif	multiple-historical-mutations	Quick Thinking
02229-10.avif	official	https://assets.arkham.build/optimized/02229-10.avif	multiple-historical-mutations	Quick Thinking
02229-2.avif	official	https://assets.arkham.build/optimized/02229-2.avif	multiple-historical-mutations	Quick Thinking
02229-3.avif	official	https://assets.arkham.build/optimized/02229-3.avif	multiple-historical-mutations	Quick Thinking
02229-4.avif	official	https://assets.arkham.build/optimized/02229-4.avif	multiple-historical-mutations	Quick Thinking
02229-5.avif	official	https://assets.arkham.build/optimized/02229-5.avif	multiple-historical-mutations	Quick Thinking
02229-6.avif	official	https://assets.arkham.build/optimized/02229-6.avif	multiple-historical-mutations	Quick Thinking
02229-7.avif	official	https://assets.arkham.build/optimized/02229-7.avif	multiple-historical-mutations	Quick Thinking
02229-8.avif	official	https://assets.arkham.build/optimized/02229-8.avif	multiple-historical-mutations	Quick Thinking
02229-9.avif	official	https://assets.arkham.build/optimized/02229-9.avif	multiple-historical-mutations	Quick Thinking
02263-10.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02263-5.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02263-6.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02263-7.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02263-8.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02263-9.avif	local-alias	02263-t.avif	unambiguous-local-mutation	Strange Solution
02266-1.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-10.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-2.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-3.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-4.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-5.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-6.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-7.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-8.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02266-9.avif	local-alias	02266-t.avif	unambiguous-local-mutation	Ace in the Hole
02269-10.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02269-5.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02269-6.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02269-7.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02269-8.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02269-9.avif	local-alias	02269-t.avif	unambiguous-local-mutation	Jewel of Aureolus
02300-10.avif	official	https://assets.arkham.build/optimized/02300-10.avif	no-local-mutation	Monster Slayer
03006-10.avif	official	https://assets.arkham.build/optimized/03006-10.avif	multiple-historical-mutations	Lola Hayes
03006-5.avif	official	https://assets.arkham.build/optimized/03006-5.avif	multiple-historical-mutations	Lola Hayes
03006-6.avif	official	https://assets.arkham.build/optimized/03006-6.avif	multiple-historical-mutations	Lola Hayes
03006-7.avif	official	https://assets.arkham.build/optimized/03006-7.avif	multiple-historical-mutations	Lola Hayes
03006-8.avif	official	https://assets.arkham.build/optimized/03006-8.avif	multiple-historical-mutations	Lola Hayes
03006-9.avif	official	https://assets.arkham.build/optimized/03006-9.avif	multiple-historical-mutations	Lola Hayes
03019-10.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03019-5.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03019-6.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03019-7.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03019-8.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03019-9.avif	local-alias	03019-t.avif	unambiguous-local-mutation	Crisis of Identity
03029-1.avif	official	https://assets.arkham.build/optimized/03029-1.avif	multiple-historical-mutations	Sleight of Hand
03029-10.avif	official	https://assets.arkham.build/optimized/03029-10.avif	multiple-historical-mutations	Sleight of Hand
03029-2.avif	official	https://assets.arkham.build/optimized/03029-2.avif	multiple-historical-mutations	Sleight of Hand
03029-3.avif	official	https://assets.arkham.build/optimized/03029-3.avif	multiple-historical-mutations	Sleight of Hand
03029-4.avif	official	https://assets.arkham.build/optimized/03029-4.avif	multiple-historical-mutations	Sleight of Hand
03029-5.avif	official	https://assets.arkham.build/optimized/03029-5.avif	multiple-historical-mutations	Sleight of Hand
03029-6.avif	official	https://assets.arkham.build/optimized/03029-6.avif	multiple-historical-mutations	Sleight of Hand
03029-7.avif	official	https://assets.arkham.build/optimized/03029-7.avif	multiple-historical-mutations	Sleight of Hand
03029-8.avif	official	https://assets.arkham.build/optimized/03029-8.avif	multiple-historical-mutations	Sleight of Hand
03029-9.avif	official	https://assets.arkham.build/optimized/03029-9.avif	multiple-historical-mutations	Sleight of Hand
03112-10.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03112-5.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03112-6.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03112-7.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03112-8.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03112-9.avif	local-alias	03112-t.avif	unambiguous-local-mutation	David Renfield
03315-1.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-10.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-2.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-3.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-4.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-5.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-6.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-7.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-8.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
03315-9.avif	local-alias	03315-t.avif	unambiguous-local-mutation	Key of Ys
04032-10.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04032-5.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04032-6.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04032-7.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04032-8.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04032-9.avif	local-alias	04032-t.avif	unambiguous-local-mutation	Dark Prophecy
04105-10.avif	local-alias	04105-t.avif	unambiguous-local-mutation	Persuasion
04105-6.avif	local-alias	04105-t.avif	unambiguous-local-mutation	Persuasion
04105-7.avif	local-alias	04105-t.avif	unambiguous-local-mutation	Persuasion
04105-8.avif	local-alias	04105-t.avif	unambiguous-local-mutation	Persuasion
04105-9.avif	local-alias	04105-t.avif	unambiguous-local-mutation	Persuasion
04110-10.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04110-5.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04110-6.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04110-7.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04110-8.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04110-9.avif	local-alias	04110-t.avif	unambiguous-local-mutation	Counterspell
04233-10.avif	local-alias	04233-t.avif	unambiguous-local-mutation	Pay Day
04233-7.avif	local-alias	04233-t.avif	unambiguous-local-mutation	Pay Day
04233-8.avif	local-alias	04233-t.avif	unambiguous-local-mutation	Pay Day
04233-9.avif	local-alias	04233-t.avif	unambiguous-local-mutation	Pay Day
04305-10.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-3.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-4.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-5.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-6.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-7.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-8.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04305-9.avif	local-alias	04305-t.avif	unambiguous-local-mutation	Flamethrower
04309-10.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-3.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-4.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-5.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-6.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-7.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-8.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
04309-9.avif	local-alias	04309-t.avif	unambiguous-local-mutation	All In
05020-10.avif	local-alias	05020-t.avif	unambiguous-local-mutation	Interrogate
05020-6.avif	local-alias	05020-t.avif	unambiguous-local-mutation	Interrogate
05020-7.avif	local-alias	05020-t.avif	unambiguous-local-mutation	Interrogate
05020-8.avif	local-alias	05020-t.avif	unambiguous-local-mutation	Interrogate
05020-9.avif	local-alias	05020-t.avif	unambiguous-local-mutation	Interrogate
05113-10.avif	local-alias	05113-t.avif	unambiguous-local-mutation	Banish
05113-6.avif	local-alias	05113-t.avif	unambiguous-local-mutation	Banish
05113-7.avif	local-alias	05113-t.avif	unambiguous-local-mutation	Banish
05113-8.avif	local-alias	05113-t.avif	unambiguous-local-mutation	Banish
05113-9.avif	local-alias	05113-t.avif	unambiguous-local-mutation	Banish
05116-10.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-3.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-4.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-5.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-6.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-7.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-8.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05116-9.avif	local-alias	05116-t.avif	unambiguous-local-mutation	Scroll of Secrets
05153-10.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-3.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-4.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-5.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-6.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-7.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-8.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05153-9.avif	local-alias	05153-t.avif	unambiguous-local-mutation	Mr. "Rook"
05156-10.avif	local-alias	05156-t.avif	unambiguous-local-mutation	Swift Reflexes
05156-9.avif	local-alias	05156-t.avif	unambiguous-local-mutation	Swift Reflexes
05157-10.avif	local-alias	05157_Mutated25.avif	unambiguous-local-mutation	Wither
05159-10.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-2.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-3.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-4.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-5.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-6.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-7.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-8.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05159-9.avif	local-alias	05159-t.avif	unambiguous-local-mutation	Drawing Thin
05188-10.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-3.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-4.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-5.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-6.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-7.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-8.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05188-9.avif	local-alias	05188-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-10.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-3.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-4.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-5.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-6.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-7.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-8.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05189-9.avif	local-alias	05189-t.avif	unambiguous-local-mutation	Scroll of Secrets
05230-10.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-4.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-5.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-6.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-7.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-8.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05230-9.avif	local-alias	05230-t.avif	unambiguous-local-mutation	Telescopic Sight
05231-10.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-3.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-4.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-5.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-6.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-7.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-8.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05231-9.avif	local-alias	05231-t.avif	unambiguous-local-mutation	Knowledge is Power
05321-10.avif	local-alias	05321_Mutated25.avif	unambiguous-local-mutation	Wither
05324-10.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
05324-4.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
05324-5.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
05324-6.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
05324-7.avif	local-alias	05324-t.avif	unambiguous-local-mutation	Eucatastrophe
